"File name","ConType_1","ConType_2","ConType_3","ConType_4","ConType_5","Notes"
"pompeiiinpictures Ferebee 11016 May 2017 DSCN0043.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11016 May 2017 DSCN0044.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11017 May 2017 DSCN0034.JPG","opus incertum","opus latericium / opus testaceum","opus quadratum",,,
"pompeiiinpictures Ferebee 11018 May 2017 DSCN0017.JPG","opus craticium","opus incertum","opus vittatum mixtum","opus vittatum",,
"pompeiiinpictures Ferebee 11018 May 2017 DSCN0032.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11018 May 2017 DSCN0033.JPG","opus craticium","opus incertum","opus latericium / opus testaceum","opus vittatum",,
"pompeiiinpictures Ferebee 11101 May 2012 P1130805.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11101 May 2012 P1130806.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11101 May 2012 P1130807.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11101 May 2012 P1130808.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11101 May 2012 P1130809.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11101 May 2015 DSCN2000.JPG","opus latericium / opus testaceum","opus incertum",,,,
"pompeiiinpictures Ferebee 11101 May 2015 DSCN2001.JPG","opus latericium / opus testaceum",,,,,
"pompeiiinpictures Ferebee 11101 May 2015 DSCN2002.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11101 May 2015 DSCN2003.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11101 May 2015 DSCN2004.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11101 May 2015 DSCN2005.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11101 May 2015 DSCN2006.JPG","opus vittatum mixtum","opus incertum",,,,
"pompeiiinpictures Ferebee 11101 May 2015 DSCN2007.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11106 May 2015 2140.JPG","opus latericium / opus testaceum",,,,,
"pompeiiinpictures Ferebee 11106 May 2015 2141.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 11106 May 2015 2142.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11106 May 2015 2143.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11106 May 2015 2144.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11106 May 2015 2145.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11106 May 2015 2146.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11106 May 2015 2147.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11106 May 2015 2148.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11106 May 2015 2149.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 11106 May 2015 2150.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 11106 May 2015 2151.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 11106 May 2015 2155.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11106 May 2015 2156.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11106 May 2015 2157.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11111 May 2012 P1130397.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11111 May 2012 P1130398.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11111 May 2012 P1130399.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0056.JPG","opus incertum","opus vittatum mixtum","opus vittatum","opus latericium / opus testaceum",,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0057.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0058.JPG","opus incertum","opus latericium / opus testaceum","opus vittatum",,,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0059.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0060.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0061.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0062.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0063.JPG","opus incertum","opus vittatum mixtum","opus latericium / opus testaceum",,,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0064.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0065.JPG","opus vittatum mixtum","opus incertum",,,,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0066.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0067.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11111 May 2017 DSCN0068.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0447.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0449.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0450.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0452.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0453.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0454.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0455.JPG","opus incertum","opus quadratum",,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0456.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0457.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0458.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0459.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0464.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0465.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0466.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0467.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0468.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0469.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0873.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0874.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0875.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0876.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0877.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0878.JPG","opus latericium / opus testaceum",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0879.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0880.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0881.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0883.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0884.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11203 May 2018 DSCN0885.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11407 May 2015 DSCN2052.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11407 May 2015 DSCN2053.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11407 May 2015 DSCN2054.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11407 May 2015 DSCN2055.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11407 May 2015 DSCN2056.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11407 May 2015 DSCN2057.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0011.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0012.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0013.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0014.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0015.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0016.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0017.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0018.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0019.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0020.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0021.JPG","opus incertum","opus quadratum",,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0022.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0023.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0024.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0025.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0026.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0027.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0028.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0029.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0030.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0031.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0032.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0033.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0034.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0035.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0036.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0037.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0038.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0039.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0040.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0041.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0042.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0043.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0044.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0046.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0047.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0048.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0049.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0050.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0051.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0052.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0053.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0054.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0055.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0056.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0057.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0058.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0059.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0060.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0061.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0062.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0063.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0064.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0065.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0066.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0067.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0068.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0069.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0070.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0071 edit.jpg","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0071.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0072.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0073.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0074.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0075.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0076.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0077.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0078.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0079.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0080.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0081.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0082.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0083.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0084.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0086.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0088.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0089.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0090.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0092.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0093.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0094.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0095.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0096.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0097.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0098 edit.jpg","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0098.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0099.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0102.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0103.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0104.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0105.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0106.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0107.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0108.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0109.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0110.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0111.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0112.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0113.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0114.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0115.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0116.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0117.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0118.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0119.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0120.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0121.JPG","opus incertum","opus vittatum mixtum","opus vittatum",,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0122.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0123.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0124.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0125.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0126.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0127.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0128.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0129.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0130.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0131.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0132.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0133.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0134.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0136.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0139.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11413-14 May 2018 DSCN0140.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11415 May 2017 DSCN0088.JPG","opus vittatum mixtum",,,,,
"pompeiiinpictures Ferebee 11415 May 2017 DSCN0089.JPG","opus vittatum mixtum","opus incertum",,,,
"pompeiiinpictures Ferebee 11415 May 2017 DSCN0090.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11415 May 2017 DSCN0091.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11415 May 2017 DSCN0092.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2011.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2012.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2015.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2016.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2017.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2018.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2019.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2021.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2022.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2023.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2024.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2025.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2058.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2059.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2060.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2061.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2062.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2063.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2064.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2065.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2066.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2068.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2069.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2070.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2071.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2072.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2073.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2074.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2076.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2077.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2078.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2079.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2080.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2081.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2082.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2083.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2084.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2085.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2086.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2087.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2088.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2091.JPG","opus incertum","opus vittatum","opus quasi-reticulatum",,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2092.JPG","opus incertum","opus vittatum","opus latericium / opus testaceum",,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2093.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2094.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2095.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2096.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2097.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2098.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2099.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2100.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2101.JPG","opus incertum","opus latericium / opus testaceum","opus quasi-reticulatum",,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2102.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2103.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2104.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2105.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2106.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2107.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2108.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2110.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2111.JPG","opus vittatum","opus incertum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2112.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2113.JPG","opus incertum","opus vittatum mixtum","opus vittatum",,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2114.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2115.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2116.JPG","opus incertum","opus vittatum mixtum","opus vittatum",,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2117.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2118.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 11503 May 2015 DSCN2119.JPG","opus incertum",,,,,
